-30.887196, 42.108017
-26.477930, 39.750397
-23.903624, 35.464027
-22.423996, 33.188129
-23.344275, 28.273552
-27.957993, 26.346481
-29.667513, 21.647808
-25.830101, 18.442457
-22.475185, 14.735094
-19.482914, 10.729310
-14.678910, 9.343112
-9.692146, 8.979542
-4.979073, 7.310129
-5.195778, 2.314827
-5.898604, -2.215382
-5.911291, -7.215365
-3.036559, -11.306321
1.010294, -14.242812
5.657310, -12.397482
9.954106, -9.840620
14.469324, -11.988365
15.724503, -16.828255
20.703480, -17.286285
20.477959, -22.281197
24.961628, -24.494045
29.594997, -26.373381
27.649689, -30.979439
32.119644, -33.219860
35.710278, -36.699425
35.629265, -41.698769
40.125851, -43.885250
45.000000, -45.000000
