-14.680058, 8.497417, -16.000000, 10.000000
-17.786633, 9.101144, -16.000000, 10.000000
-12.683827, 8.374689, -14.680058, 8.497417
-11.053910, 7.215651, -12.683827, 8.374689
-9.969739, 5.535005, -11.053910, 7.215651
-8.002615, 5.173862, -9.969739, 5.535005
-19.733540, 8.643378, -17.786633, 9.101144
-21.724070, 8.448982, -19.733540, 8.643378
-6.433417, 6.413870, -8.002615, 5.173862
-5.335953, 8.085866, -6.433417, 6.413870
-7.378469, 3.273746, -8.002615, 5.173862
-23.618561, 9.089999, -21.724070, 8.448982
-24.415810, 7.255771, -23.618561, 9.089999
-25.120876, 5.384172, -24.415810, 7.255771
-3.519216, 8.922209, -5.335953, 8.085866
-26.317560, 7.874921, -24.415810, 7.255771
-24.070873, 11.038181, -23.618561, 9.089999
-5.764658, 2.092386, -7.378469, 3.273746
-6.548690, 0.252469, -5.764658, 2.092386
-1.519476, 8.889986, -3.519216, 8.922209
-28.307091, 7.670546, -26.317560, 7.874921
-5.229528, -1.250798, -6.548690, 0.252469
-5.455610, -3.237979, -5.229528, -1.250798
-4.183382, -4.781169, -5.455610, -3.237979
-4.935236, -6.634468, -4.183382, -4.781169
-30.267834, 8.064863, -28.307091, 7.670546
-5.195778, 2.314827, -5.764658, 2.092386
-5.581276, -8.527252, -4.935236, -6.634468
-6.871150, -10.055723, -5.581276, -8.527252
-6.049133, -11.878986, -6.871150, -10.055723
-31.705103, 9.455639, -30.267834, 8.064863
-2.184170, -4.837294, -4.183382, -4.781169
-7.662872, -13.060445, -6.049133, -11.878986
-9.078636, -14.473106, -7.662872, -13.060445
-6.141853, -7.829525, -5.581276, -8.527252
-10.214323, -16.119379, -9.078636, -14.473106
-32.805462, 11.125731, -31.705103, 9.455639
-1.050039, -3.189948, -2.184170, -4.837294
-31.348246, 6.381798, -30.267834, 8.064863
-12.090921, -16.811029, -10.214323, -16.119379
0.596915, -4.324646, -1.050039, -3.189948
-12.804460, -18.679415, -12.090921, -16.811029
2.531074, -4.833597, 0.596915, -4.324646
-13.306330, -15.222703, -12.090921, -16.811029
-32.871052, 5.085241, -31.348246, 6.381798
-12.302787, -20.615475, -12.804460, -18.679415
-12.359921, -22.614658, -12.302787, -20.615475
4.273762, -5.814941, 2.531074, -4.833597
-34.803612, 11.039758, -32.805462, 11.125731
-36.536716, 12.037929, -34.803612, 11.039758
-24.067181, 13.038177, -24.070873, 11.038181
-11.148676, -24.206161, -12.359921, -22.614658
-37.071499, 13.965104, -36.536716, 12.037929
5.539404, -7.363538, 4.273762, -5.814941
-12.180301, -25.919565, -11.148676, -24.206161
-10.729342, -27.296053, -12.180301, -25.919565
-37.332844, 15.947955, -37.071499, 13.965104
-32.390865, 3.143742, -32.871052, 5.085241
-15.296127, -15.020950, -13.306330, -15.222703
6.384252, -9.176334, 5.539404, -7.363538
-8.731106, -27.212072, -10.729342, -27.296053
8.135449, -10.142412, 6.384252, -9.176334
-12.107511, -28.745415, -10.729342, -27.296053
-38.024078, 17.824705, -37.332844, 15.947955
-31.155588, 1.570819, -32.390865, 3.143742
-22.070892, 13.159974, -24.067181, 13.038177
-13.747731, -29.889826, -12.107511, -28.745415
-31.640066, 5.024872, -32.871052, 5.085241
