36.758018, -10.475479
36.465034, -11.253700
35.623703, -11.200075
35.051754, -12.020365
35.633854, -12.833484
35.124767, -13.694199
35.750370, -14.474341
36.748802, -14.530293
37.464542, -15.228661
37.150967, -16.178225
37.475872, -17.123972
37.882755, -18.037453
36.982929, -18.473700
36.000446, -18.660063
35.688816, -19.610266
35.163654, -20.461269
34.791946, -21.389620
33.919060, -21.877541
33.015408, -22.305807
32.192760, -22.874361
31.207731, -23.046747
30.314106, -23.495560
29.358070, -23.788809
28.413122, -24.116032
27.437582, -24.335855
26.681810, -24.990692
25.716562, -25.252026
24.960394, -25.906403
24.201551, -25.255127
23.214268, -25.096155
22.471912, -24.426149
21.473175, -24.375923
20.473827, -24.339817
20.216715, -23.373436
19.309752, -22.952229
18.573414, -22.275614
18.562134, -21.275677
18.363398, -20.295624
17.463383, -19.859764
17.712835, -18.891376
16.886644, -18.327988
16.149485, -17.652269
15.527273, -16.869421
14.529740, -16.939619
13.651732, -16.460972
13.446494, -15.482260
12.628184, -14.907482
11.825817, -14.310652
10.940436, -13.845786
10.392964, -14.682610
9.402692, -14.543468
8.651145, -13.883789
7.652209, -13.837664
6.658127, -13.729033
5.661184, -13.650897
4.665950, -13.553389
3.666490, -13.586257
2.931720, -12.907941
2.086883, -12.372916
1.115700, -12.134582
0.369646, -11.468697
-0.467505, -10.921724
-1.296971, -10.363167
-1.630642, -9.420477
-2.185500, -8.588532
-1.683793, -7.723495
-1.343886, -6.783036
-1.038232, -5.830894
-0.141907, -5.387497
0.503052, -4.623279
0.377778, -3.631157
0.435375, -2.632817
0.171458, -1.668272
0.308697, -0.677734
0.474830, 0.308370
0.332851, 1.298239
0.109847, 2.273057
-0.256931, 3.203365
0.428723, 3.931293
0.374477, 4.929820
-0.058706, 5.831126
-0.194887, 6.821810
0.556835, 7.481291
1.201789, 8.245512
2.195160, 8.130563
2.973528, 8.758371
3.747008, 9.392193
4.732732, 9.223828
5.508078, 9.855366
6.334571, 10.418312
7.086433, 11.077632
7.671198, 11.888835
8.668174, 11.966548
9.385530, 12.663255
9.181826, 13.642287
9.681083, 14.508741
10.547707, 15.007704
11.536934, 15.154092
12.525856, 15.302526
13.511309, 15.132579
14.480028, 15.380738
15.478495, 15.325386
16.315578, 14.778312
17.040051, 14.089007
18.000134, 13.809294
18.576246, 12.991923
19.464289, 12.532164
20.162647, 11.816416
20.986376, 11.249431
21.794880, 10.660939
22.721304, 10.284459
23.329578, 9.490732
24.329485, 9.504420
25.323338, 9.615132
26.305044, 9.424730
27.298367, 9.309363
28.286650, 9.156734
28.698463, 10.068002
29.308207, 10.860601
30.292377, 11.037822
31.218372, 10.660285
32.100212, 10.188735
33.067177, 9.933821
33.416904, 8.996969
33.334370, 8.000381
34.326946, 7.878759
35.232185, 7.453856
36.028164, 6.848533
37.006847, 6.643158
38.006470, 6.670688
38.300884, 5.715009
39.000000, 5.000000
