38.412033, 4.191115, 39.000000, 5.000000
39.169548, 3.538299, 38.412033, 4.191115
38.300884, 5.715009, 39.000000, 5.000000
38.006470, 6.670688, 38.300884, 5.715009
37.006847, 6.643158, 38.006470, 6.670688
36.028164, 6.848533, 37.006847, 6.643158
35.232185, 7.453856, 36.028164, 6.848533
34.326946, 7.878759, 35.232185, 7.453856
33.334370, 8.000381, 34.326946, 7.878759
33.416904, 8.996969, 33.334370, 8.000381
33.067177, 9.933821, 33.416904, 8.996969
32.100212, 10.188735, 33.067177, 9.933821
31.218372, 10.660285, 32.100212, 10.188735
30.292377, 11.037822, 31.218372, 10.660285
30.558203, 12.001842, 30.292377, 11.037822
30.006189, 12.835678, 30.558203, 12.001842
30.720209, 13.535804, 30.006189, 12.835678
29.308207, 10.860601, 30.292377, 11.037822
28.698463, 10.068002, 29.308207, 10.860601
28.286650, 9.156734, 28.698463, 10.068002
30.257702, 14.422420, 30.720209, 13.535804
27.298367, 9.309363, 28.286650, 9.156734
26.305044, 9.424730, 27.298367, 9.309363
25.323338, 9.615132, 26.305044, 9.424730
29.464439, 15.031300, 30.257702, 14.422420
29.092468, 15.959544, 29.464439, 15.031300
24.329485, 9.504420, 25.323338, 9.615132
23.329578, 9.490732, 24.329485, 9.504420
22.721304, 10.284459, 23.329578, 9.490732
28.183716, 16.376881, 29.092468, 15.959544
22.946320, 8.567092, 23.329578, 9.490732
28.092251, 17.372688, 28.183716, 16.376881
31.017384, 15.072716, 30.257702, 14.422420
22.015579, 8.201409, 22.946320, 8.567092
21.794880, 10.660939, 22.721304, 10.284459
21.169445, 7.668439, 22.015579, 8.201409
20.788227, 6.743954, 21.169445, 7.668439
20.847818, 5.745731, 20.788227, 6.743954
20.986376, 11.249431, 21.794880, 10.660939
28.342474, 18.340876, 28.092251, 17.372688
28.972012, 19.117846, 28.342474, 18.340876
20.162647, 11.816416, 20.986376, 11.249431
20.094677, 5.087872, 20.847818, 5.745731
19.734934, 4.154820, 20.094677, 5.087872
18.736906, 4.092057, 19.734934, 4.154820
17.872583, 3.589120, 18.736906, 4.092057
29.010485, 20.117105, 28.972012, 19.117846
19.464289, 12.532164, 20.162647, 11.816416
18.576246, 12.991923, 19.464289, 12.532164
29.186357, 21.101519, 29.010485, 20.117105
18.000134, 13.809294, 18.576246, 12.991923
29.551512, 22.032465, 29.186357, 21.101519
17.040051, 14.089007, 18.000134, 13.809294
20.705276, 8.131653, 21.169445, 7.668439
16.315578, 14.778312, 17.040051, 14.089007
18.252005, 14.777055, 18.000134, 13.809294
15.478495, 15.325386, 16.315578, 14.778312
14.480028, 15.380738, 15.478495, 15.325386
13.511309, 15.132579, 14.480028, 15.380738
12.525856, 15.302526, 13.511309, 15.132579
11.536934, 15.154092, 12.525856, 15.302526
10.547707, 15.007704, 11.536934, 15.154092
9.681083, 14.508741, 10.547707, 15.007704
29.859152, 22.983969, 29.551512, 22.032465
29.440945, 23.892321, 29.859152, 22.983969
30.003239, 24.719257, 29.440945, 23.892321
29.318724, 25.448256, 30.003239, 24.719257
14.374254, 16.375128, 14.480028, 15.380738
30.998384, 24.620840, 30.003239, 24.719257
31.745977, 25.284998, 30.998384, 24.620840
