448.718170, 1.249087, 0.161903, -4.391634, -0.100000, 0.036284, 0.000000, 0.000000
448.618164, 1.245968, 0.171405, -4.395263, -0.100000, 0.036284, 0.000000, 0.000000
448.518158, 1.242885, 0.180917, -4.398891, -0.100000, 0.036284, 0.000000, 0.000000
448.418152, 1.239835, 0.190441, -4.402519, -0.100000, 0.036284, 0.000000, 0.000000
448.318146, 1.236820, 0.199976, -4.406147, -0.100000, 0.036284, 0.000000, 0.000000
448.218140, 1.233840, 0.209521, -4.409776, -0.100000, 0.036284, 0.000000, 0.000000
448.118134, 1.230895, 0.219078, -4.413404, -0.100000, 0.036284, 0.000000, 0.000000
448.018127, 1.227984, 0.228645, -4.417032, -0.100000, 0.036284, 0.000000, 0.000000
447.918121, 1.225108, 0.238222, -4.420660, -0.100000, 0.036284, 0.000000, 0.000000
447.818115, 1.222266, 0.247810, -4.424289, -0.100000, 0.036284, 0.000000, 0.000000
447.718109, 1.219460, 0.257408, -4.427917, -0.100000, 0.036284, 0.000000, 0.000000
447.618103, 1.216688, 0.267016, -4.431545, -0.100000, 0.036284, 0.000000, 0.000000
447.518097, 1.213951, 0.276635, -4.435174, -0.100000, 0.036284, 0.000000, 0.000000
447.418091, 1.211250, 0.286263, -4.438802, -0.100000, 0.036284, 0.000000, 0.000000
447.318085, 1.208583, 0.295900, -4.442430, -0.100000, 0.036284, 0.000000, 0.000000
447.218079, 1.205951, 0.305548, -4.446058, -0.100000, 0.036284, 0.000000, 0.000000
447.118073, 1.203354, 0.315205, -4.449687, -0.100000, 0.036284, 0.000000, 0.000000
447.018066, 1.200792, 0.324871, -4.453315, -0.100000, 0.036284, 0.000000, 0.000000
446.918060, 1.198265, 0.334547, -4.456943, -0.100000, 0.036284, 0.000000, 0.000000
446.818054, 1.195774, 0.344231, -4.460571, -0.100000, 0.036284, 0.000000, 0.000000
446.718048, 1.193317, 0.353925, -4.464200, -0.100000, 0.036284, 0.000000, 0.000000
446.618042, 1.190896, 0.363627, -4.467828, -0.100000, 0.036284, 0.000000, 0.000000
446.518036, 1.188510, 0.373338, -4.471456, -0.100000, 0.036284, 0.000000, 0.000000
446.418030, 1.186159, 0.383058, -4.475084, -0.100000, 0.036284, 0.000000, 0.000000
446.318024, 1.183843, 0.392786, -4.478713, -0.100000, 0.036284, 0.000000, 0.000000
446.218018, 1.181563, 0.402523, -4.482341, -0.100000, 0.036284, 0.000000, 0.000000
446.118011, 1.179318, 0.412268, -4.485969, -0.100000, 0.036284, 0.000000, 0.000000
446.018005, 1.177109, 0.422021, -4.489597, -0.100000, 0.036284, 0.000000, 0.000000
445.917999, 1.174935, 0.431781, -4.493226, -0.100000, 0.036284, 0.000000, 0.000000
445.817993, 1.172796, 0.441550, -4.496854, -0.100000, 0.036284, 0.000000, 0.000000
445.717987, 1.170693, 0.451326, -4.500482, -0.100000, 0.036284, 0.000000, 0.000000
445.617981, 1.168625, 0.461110, -4.504110, -0.100000, 0.036284, 0.000000, 0.000000
445.517975, 1.166593, 0.470901, -4.507739, -0.100000, 0.036284, 0.000000, 0.000000
445.417969, 1.164596, 0.480700, -4.511367, -0.100000, 0.036284, 0.000000, 0.000000
445.317963, 1.162635, 0.490506, -4.514995, -0.100000, 0.036284, 0.000000, 0.000000
445.217957, 1.160709, 0.500319, -4.518623, -0.100000, 0.036284, 0.000000, 0.000000
445.117950, 1.158819, 0.510139, -4.522252, -0.100000, 0.036284, 0.000000, 0.000000
445.017944, 1.156965, 0.519965, -4.525880, -0.100000, 0.036284, 0.000000, 0.000000
444.917938, 1.155146, 0.529798, -4.529508, -0.100000, 0.036284, 0.000000, 0.000000
444.817932, 1.153363, 0.539638, -4.533136, -0.100000, 0.036284, 0.000000, 0.000000
444.717926, 1.151616, 0.549484, -4.536765, -0.100000, 0.036284, 0.000000, 0.000000
444.617920, 1.149905, 0.559337, -4.540393, -0.100000, 0.036284, 0.000000, 0.000000
444.517914, 1.148229, 0.569195, -4.544021, -0.100000, 0.036284, 0.000000, 0.000000
444.417908, 1.146589, 0.579060, -4.547649, -0.100000, 0.036284, 0.000000, 0.000000
444.317902, 1.144985, 0.588930, -4.551278, -0.100000, 0.036284, 0.000000, 0.000000
444.217896, 1.143416, 0.598807, -4.554906, -0.100000, 0.036284, 0.000000, 0.000000
444.117889, 1.141884, 0.608689, -4.558534, -0.100000, 0.036284, 0.000000, 0.000000
444.017883, 1.140387, 0.618576, -4.562162, -0.100000, 0.036284, 0.000000, 0.000000
443.917877, 1.138927, 0.628469, -4.565791, -0.100000, 0.036284, 0.000000, 0.000000
443.817871, 1.137502, 0.638367, -4.569419, -0.100000, 0.036284, 0.000000, 0.000000
443.717865, 1.136113, 0.648270, -4.573047, -0.100000, 0.036284, 0.000000, 0.000000
443.617859, 1.134760, 0.658178, -4.576675, -0.100000, 0.036284, 0.000000, 0.000000
443.517853, 1.133443, 0.668091, -4.580304, -0.100000, 0.036284, 0.000000, 0.000000
443.417847, 1.132162, 0.678008, -4.583932, -0.100000, 0.036284, 0.000000, 0.000000
443.317841, 1.130917, 0.687931, -4.587560, -0.100000, 0.036284, 0.000000, 0.000000
443.217834, 1.129708, 0.697857, -4.591188, -0.100000, 0.036284, 0.000000, 0.000000
443.117828, 1.128535, 0.707788, -4.594817, -0.100000, 0.036284, 0.000000, 0.000000
443.017822, 1.127398, 0.717723, -4.598445, -0.100000, 0.036284, 0.000000, 0.000000
442.917816, 1.126297, 0.727662, -4.602073, -0.100000, 0.036284, 0.000000, 0.000000
442.817810, 1.125232, 0.737606, -4.605701, -0.100000, 0.036284, 0.000000, 0.000000
442.717804, 1.124203, 0.747553, -4.609330, -0.100000, 0.036284, 0.000000, 0.000000
442.617798, 1.123210, 0.757503, -4.612958, -0.100000, 0.036284, 0.000000, 0.000000
442.517792, 1.122254, 0.767457, -4.616586, -0.100000, 0.036284, 0.000000, 0.000000
442.417786, 1.121333, 0.777415, -4.620214, -0.100000, 0.036284, 0.000000, 0.000000
442.317780, 1.120449, 0.787376, -4.623843, -0.100000, 0.036284, 0.000000, 0.000000
442.217773, 1.119601, 0.797340, -4.627471, -0.100000, 0.036284, 0.000000, 0.000000
442.117767, 1.118789, 0.807307, -4.631099, -0.100000, 0.036284, 0.000000, 0.000000
442.017761, 1.118013, 0.817276, -4.634727, -0.100000, 0.036284, 0.000000, 0.000000
441.917755, 1.117273, 0.827249, -4.638356, -0.100000, 0.036284, 0.000000, 0.000000
441.817749, 1.116570, 0.837224, -4.641984, -0.100000, 0.036284, 0.000000, 0.000000
441.717743, 1.115903, 0.847202, -4.645612, -0.100000, 0.036284, 0.000000, 0.000000
441.617737, 1.115272, 0.857182, -4.649240, -0.100000, 0.036284, 0.000000, 0.000000
441.517731, 1.114677, 0.867164, -4.652869, -0.100000, 0.036284, 0.000000, 0.000000
441.417725, 1.114118, 0.877149, -4.656497, -0.100000, 0.036284, 0.000000, 0.000000
441.317719, 1.113596, 0.887135, -4.660125, -0.100000, 0.036284, 0.000000, 0.000000
441.217712, 1.113110, 0.897123, -4.663754, -0.100000, 0.036284, 0.000000, 0.000000
441.117706, 1.112660, 0.907113, -4.667382, -0.100000, 0.036284, 0.000000, 0.000000
441.017700, 1.112246, 0.917105, -4.671010, -0.100000, 0.036284, 0.000000, 0.000000
440.917694, 1.111869, 0.927097, -4.674638, -0.100000, 0.036284, 0.000000, 0.000000
