1, 39.143459, 50.954468, 272, 36.126034, 46.971577
4, 81.311531, 70.190636, 50, 78.476898, 63.922493
8, 61.493267, 49.694565, 643, 58.076118, 47.234364
9, 45.188820, 23.503956, 972, 39.918674, 25.904467
12, 74.848099, 41.950462, 754, 70.227875, 39.501530
14, 45.350880, 24.933294, 972, 39.918674, 25.904467
16, 40.432129, 46.576904, 26, 37.634178, 43.745316
19, 44.049129, 55.775066, 280, 39.822548, 51.544163
21, 30.775311, 16.189184, 361, 27.768927, 19.427631
25, 12.205931, 16.600384, 447, 12.041643, 18.609585
26, 37.634178, 43.745316, 346, 34.625938, 40.735359
27, 92.096596, 54.044270, 382, 89.254242, 58.129730
30, 48.682774, 52.037979, 338, 46.780056, 47.332550
31, 35.492817, 22.847067, 992, 30.806360, 23.841480
36, 56.090672, 39.736477, 732, 52.875732, 37.711941
39, 51.296127, 30.340553, 421, 45.894203, 31.616053
40, 46.961128, 36.600857, 104, 43.241879, 31.769800
50, 78.476898, 63.922493, 263, 77.543259, 63.269455
54, 5.449915, 28.536180, 460, 6.997997, 26.072859
68, 10.366941, 23.726599, 786, 9.435845, 22.903450
69, 94.877945, 54.640663, 781, 94.103416, 59.655800
73, 86.701241, 59.799728, 953, 81.677856, 59.942707
78, 28.794325, 18.148951, 925, 26.067549, 20.427750
83, 52.396832, 30.131372, 39, 51.296127, 30.340553
84, 55.714729, 62.071213, 374, 57.393002, 59.111664
88, 15.351168, 30.339697, 873, 12.157883, 26.615120
89, 15.477293, 41.758442, 420, 16.881121, 35.666130
93, 13.718222, 29.994190, 873, 12.157883, 26.615120
94, 74.620415, 54.192310, 880, 72.222244, 54.266552
97, 57.405571, 38.863922, 732, 52.875732, 37.711941
98, 64.103729, 52.097637, 8, 61.493267, 49.694565
104, 43.241879, 31.769800, 187, 37.627014, 29.364153
109, 44.676170, 55.953094, 30, 48.682774, 52.037979
114, 47.961990, 31.415390, 104, 43.241879, 31.769800
117, 64.152046, 28.940062, 364, 61.695572, 34.468315
124, 54.786198, 33.950344, 605, 52.454681, 31.830429
126, 59.843395, 38.104904, 993, 55.978317, 33.433918
131, 93.226608, 72.105980, 518, 98.988281, 65.203911
132, 77.373444, 56.390072, 858, 73.599396, 56.610214
133, 97.674965, 53.905491, 781, 94.103416, 59.655800
135, 59.596291, 40.088234, 36, 56.090672, 39.736477
139, 50.371075, 56.953274, 30, 48.682774, 52.037979
142, 47.880268, 37.395432, 40, 46.961128, 36.600857
143, 59.830750, 66.211502, 374, 57.393002, 59.111664
144, 48.535568, 39.013233, 40, 46.961128, 36.600857
145, 91.255234, 57.735714, 382, 89.254242, 58.129730
146, 22.803091, 29.830671, 507, 18.017683, 30.293613
152, 48.240898, 40.049145, 985, 41.782822, 40.235798
155, 56.773537, 52.200321, 661, 51.456066, 51.919895
161, 55.638729, 52.827103, 661, 51.456066, 51.919895
162, 24.255075, 35.616623, 186, 21.658159, 35.241558
169, 85.562630, 53.649235, 304, 84.166489, 58.621712
172, 93.877861, 57.299187, 382, 89.254242, 58.129730
173, 99.498398, 53.633484, 781, 94.103416, 59.655800
175, 91.762627, 70.732765, 518, 98.988281, 65.203911
179, 75.347343, 41.540813, 353, 74.103874, 40.313503
181, 18.776976, 40.722260, 420, 16.881121, 35.666130
183, 79.186058, 42.289440, 353, 74.103874, 40.313503
185, 78.947113, 54.848293, 94, 74.620415, 54.192310
186, 21.658159, 35.241558, 202, 17.076202, 31.609003
187, 37.627014, 29.364153, 316, 33.331730, 25.998056
191, 38.414471, 32.682507, 194, 32.888165, 32.708405
194, 32.888165, 32.708405, 470, 27.992634, 31.336287
196, 18.567299, 30.720390, 507, 18.017683, 30.293613
197, 48.559341, 18.994362, 921, 45.727150, 24.716902
202, 17.076202, 31.609003, 920, 13.329190, 27.527964
