1, 93.541756, 1.123955, 636, 91.658936, 5.883777
2, 69.179703, 11.850265, 346, 70.410751, 10.904032
3, 72.557854, 5.511801, 649, 75.724167, 8.749631
4, 19.685577, 74.893875, 16, 18.376192, 73.309944
5, 43.384319, 93.356201, 852, 41.216961, 90.025299
6, 99.226486, 3.814834, 80, 95.136528, 1.357173
7, 36.526382, 13.651620, 585, 36.918610, 12.816284
8, 32.730049, 18.085400, 341, 32.393372, 17.420862
9, 87.995796, 86.310226, 951, 86.756157, 84.675743
10, 84.779640, 36.583263, 550, 89.603279, 34.183434
11, 60.324043, 55.625286, 225, 62.285320, 53.720970
12, 45.736980, 82.971535, 875, 52.052711, 83.311531
13, 20.213346, 59.504013, 360, 22.246332, 63.319218
14, 92.940125, 5.285061, 275, 87.993065, 4.738176
15, 1.696928, 75.763145, 269, 3.008477, 74.985641
16, 18.376192, 73.309944, 89, 15.242228, 70.434959
17, 98.956398, 61.539494, 514, 98.090866, 63.010696
18, 79.310081, 3.809092, 895, 82.954468, 6.444534
19, 20.904919, 37.479469, 155, 20.226900, 34.656677
20, 84.615685, 37.784531, 973, 82.050186, 42.092159
21, 93.432945, 58.740379, 176, 87.115440, 60.789185
22, 10.753220, 22.139688, 449, 6.341271, 20.314747
23, 15.179574, 63.364082, 850, 19.027729, 66.049576
24, 54.363213, 21.750818, 511, 56.935635, 17.727139
25, 85.180336, 6.987925, 598, 83.967094, 1.688914
26, 46.581413, 66.670685, 872, 43.645065, 62.656818
27, 50.415295, 90.014046, 624, 53.445908, 93.794502
28, 99.656021, 99.595726, 542, 97.396500, 91.779877
29, 18.914970, 67.057449, 760, 16.967218, 67.749535
30, 27.536877, 93.292564, 861, 29.296528, 96.847923
31, 37.656013, 55.211716, 765, 39.753857, 59.302700
32, 4.465725, 69.139229, 260, 4.591817, 69.924446
33, 11.782165, 48.363579, 132, 13.846054, 47.692924
34, 49.205978, 17.228275, 893, 43.678387, 15.854413
35, 30.650124, 37.537350, 42, 33.221767, 38.327850
36, 22.020359, 78.240021, 151, 22.454729, 78.164719
37, 3.274262, 23.695810, 792, 7.980813, 21.922092
38, 1.636741, 77.298363, 331, 6.092390, 82.317215
39, 32.755920, 7.645620, 713, 27.262527, 7.973675
40, 49.664406, 26.684525, 504, 46.286861, 22.683292
41, 78.239639, 12.512725, 767, 78.419365, 9.730671
42, 33.221767, 38.327850, 278, 39.745216, 37.045570
43, 80.059540, 82.096085, 469, 83.332993, 82.439461
44, 87.683807, 26.130951, 891, 87.674812, 23.980412
45, 31.737661, 8.713581, 667, 34.456078, 10.642195
46, 69.633507, 3.737829, 246, 71.056015, 4.396122
47, 92.381706, 38.390224, 291, 91.995102, 35.083294
48, 88.955284, 70.323280, 769, 89.562836, 64.433891
49, 59.919079, 84.977058, 262, 62.907894, 81.898064
50, 11.701753, 81.226067, 446, 15.460929, 84.208481
51, 13.840004, 2.837163, 871, 19.715708, 0.188682
52, 34.931019, 63.823681, 343, 29.555485, 65.080986
53, 7.291940, 93.577644, 831, 12.813478, 95.641365
54, 49.462265, 51.179413, 686, 51.870621, 49.432991
55, 6.564029, 17.053846, 792, 7.980813, 21.922092
56, 72.543404, 63.461880, 887, 70.209702, 60.614990
57, 74.307365, 69.206276, 968, 72.860840, 68.068703
58, 42.348328, 97.703300, 890, 37.315792, 97.025093
59, 44.689297, 79.689590, 746, 42.186474, 75.569633
60, 59.738171, 41.334770, 292, 62.453632, 43.691010
61, 29.197186, 76.656349, 122, 33.469933, 74.979500
62, 66.394814, 37.029552, 97, 71.523621, 40.197643
63, 10.965340, 96.308403, 711, 15.389227, 94.141899
64, 10.816032, 53.831108, 988, 6.481811, 54.420883
65, 24.125706, 35.270546, 802, 23.360439, 39.696930
66, 36.989952, 76.050926, 758, 36.030937, 79.020241
67, 10.407490, 98.228271, 851, 9.010678, 91.919907
68, 17.603434, 38.139565, 808, 15.845747, 35.913574
69, 25.183458, 97.888992, 241, 33.732903, 97.549484
70, 89.132080, 8.120687, 636, 91.658936, 5.883777
71, 73.776016, 40.046913, 385, 71.666122, 41.925713
72, 48.118069, 17.488911, 801, 49.251991, 13.824399
73, 60.143314, 48.290386, 93, 66.247841, 45.930664
74, 1.478686, 8.051041, 101, 5.565133, 11.786786
75, 21.718149, 2.627364, 194, 20.347652, 1.240623
